"label","n","parent","id"
"Trinidad and Tobago",87,"total -  Romance","total -  Romance  -  Trinidad and Tobago"
"Trinidad and Tobago",22,"total -  Sci Fi","total -  Sci Fi  -  Trinidad and Tobago"
"Trinidad and Tobago",10,"total -  Sport","total -  Sport  -  Trinidad and Tobago"
"Trinidad and Tobago",9,"total -  Talk Show","total -  Talk Show  -  Trinidad and Tobago"
"Trinidad and Tobago",85,"total -  Thriller","total -  Thriller  -  Trinidad and Tobago"
"Trinidad and Tobago",3,"total -  War","total -  War  -  Trinidad and Tobago"
"Trinidad and Tobago",2,"total -  Western","total -  Western  -  Trinidad and Tobago"
"Turkey",213,"total -  Action","total -  Action  -  Turkey"
"Turkey",2,"total -  Adult","total -  Adult  -  Turkey"
"Turkey",114,"total -  Adventure","total -  Adventure  -  Turkey"
"Turkey",27,"total -  Animation","total -  Animation  -  Turkey"
"Turkey",11,"total -  Biography","total -  Biography  -  Turkey"
"Turkey",143,"total -  Comedy","total -  Comedy  -  Turkey"
"Turkey",152,"total -  Crime","total -  Crime  -  Turkey"
"Turkey",25,"total -  Documentary","total -  Documentary  -  Turkey"
"Turkey",344,"total -  Drama","total -  Drama  -  Turkey"
"Turkey",27,"total -  Family","total -  Family  -  Turkey"
"Turkey",67,"total -  Fantasy","total -  Fantasy  -  Turkey"
"Turkey",3,"total -  Film Noir","total -  Film Noir  -  Turkey"
"Turkey",3,"total -  Game Show","total -  Game Show  -  Turkey"
"Turkey",7,"total -  History","total -  History  -  Turkey"
"Turkey",46,"total -  Horror","total -  Horror  -  Turkey"
"Turkey",3,"total -  Music","total -  Music  -  Turkey"
"Turkey",3,"total -  Musical","total -  Musical  -  Turkey"
"Turkey",53,"total -  Mystery","total -  Mystery  -  Turkey"
"Turkey",19,"total -  Reality TV","total -  Reality TV  -  Turkey"
"Turkey",77,"total -  Romance","total -  Romance  -  Turkey"
"Turkey",36,"total -  Sci Fi","total -  Sci Fi  -  Turkey"
"Turkey",9,"total -  Sport","total -  Sport  -  Turkey"
"Turkey",14,"total -  Talk Show","total -  Talk Show  -  Turkey"
"Turkey",78,"total -  Thriller","total -  Thriller  -  Turkey"
"Turkey",4,"total -  War","total -  War  -  Turkey"
"Turkey",5,"total -  Western","total -  Western  -  Turkey"
"Ukraine",217,"total -  Action","total -  Action  -  Ukraine"
"Ukraine",140,"total -  Adventure","total -  Adventure  -  Ukraine"
"Ukraine",58,"total -  Animation","total -  Animation  -  Ukraine"
"Ukraine",10,"total -  Biography","total -  Biography  -  Ukraine"
"Ukraine",184,"total -  Comedy","total -  Comedy  -  Ukraine"
"Ukraine",165,"total -  Crime","total -  Crime  -  Ukraine"
"Ukraine",26,"total -  Documentary","total -  Documentary  -  Ukraine"
"Ukraine",315,"total -  Drama","total -  Drama  -  Ukraine"
"Ukraine",32,"total -  Family","total -  Family  -  Ukraine"
"Ukraine",36,"total -  Fantasy","total -  Fantasy  -  Ukraine"
"Ukraine",3,"total -  Film Noir","total -  Film Noir  -  Ukraine"
"Ukraine",3,"total -  Game Show","total -  Game Show  -  Ukraine"
"Ukraine",5,"total -  History","total -  History  -  Ukraine"
"Ukraine",31,"total -  Horror","total -  Horror  -  Ukraine"
"Ukraine",3,"total -  Music","total -  Music  -  Ukraine"
"Ukraine",44,"total -  Mystery","total -  Mystery  -  Ukraine"
"Ukraine",5,"total -  Reality TV","total -  Reality TV  -  Ukraine"
"Ukraine",67,"total -  Romance","total -  Romance  -  Ukraine"
"Ukraine",22,"total -  Sci Fi","total -  Sci Fi  -  Ukraine"
"Ukraine",16,"total -  Sport","total -  Sport  -  Ukraine"
"Ukraine",16,"total -  Talk Show","total -  Talk Show  -  Ukraine"
"Ukraine",64,"total -  Thriller","total -  Thriller  -  Ukraine"
"Ukraine",2,"total -  War","total -  War  -  Ukraine"
"Ukraine",10,"total -  Western","total -  Western  -  Ukraine"
"United Arab Emirates",211,"total -  Action","total -  Action  -  United Arab Emirates"
"United Arab Emirates",1,"total -  Adult","total -  Adult  -  United Arab Emirates"
"United Arab Emirates",124,"total -  Adventure","total -  Adventure  -  United Arab Emirates"
"United Arab Emirates",30,"total -  Animation","total -  Animation  -  United Arab Emirates"
"United Arab Emirates",17,"total -  Biography","total -  Biography  -  United Arab Emirates"
"United Arab Emirates",160,"total -  Comedy","total -  Comedy  -  United Arab Emirates"
"United Arab Emirates",140,"total -  Crime","total -  Crime  -  United Arab Emirates"
"United Arab Emirates",20,"total -  Documentary","total -  Documentary  -  United Arab Emirates"
"United Arab Emirates",340,"total -  Drama","total -  Drama  -  United Arab Emirates"
"United Arab Emirates",18,"total -  Family","total -  Family  -  United Arab Emirates"
"United Arab Emirates",52,"total -  Fantasy","total -  Fantasy  -  United Arab Emirates"
"United Arab Emirates",2,"total -  Film Noir","total -  Film Noir  -  United Arab Emirates"
"United Arab Emirates",9,"total -  Game Show","total -  Game Show  -  United Arab Emirates"
"United Arab Emirates",7,"total -  History","total -  History  -  United Arab Emirates"
"United Arab Emirates",31,"total -  Horror","total -  Horror  -  United Arab Emirates"
"United Arab Emirates",1,"total -  Music","total -  Music  -  United Arab Emirates"
"United Arab Emirates",1,"total -  Musical","total -  Musical  -  United Arab Emirates"
"United Arab Emirates",45,"total -  Mystery","total -  Mystery  -  United Arab Emirates"
"United Arab Emirates",20,"total -  Reality TV","total -  Reality TV  -  United Arab Emirates"
"United Arab Emirates",111,"total -  Romance","total -  Romance  -  United Arab Emirates"
"United Arab Emirates",25,"total -  Sci Fi","total -  Sci Fi  -  United Arab Emirates"
"United Arab Emirates",9,"total -  Sport","total -  Sport  -  United Arab Emirates"
"United Arab Emirates",9,"total -  Talk Show","total -  Talk Show  -  United Arab Emirates"
"United Arab Emirates",74,"total -  Thriller","total -  Thriller  -  United Arab Emirates"
"United Arab Emirates",3,"total -  War","total -  War  -  United Arab Emirates"
"United Arab Emirates",3,"total -  Western","total -  Western  -  United Arab Emirates"
"United Kingdom",184,"total -  Action","total -  Action  -  United Kingdom"
"United Kingdom",1,"total -  Adult","total -  Adult  -  United Kingdom"
"United Kingdom",148,"total -  Adventure","total -  Adventure  -  United Kingdom"
"United Kingdom",57,"total -  Animation","total -  Animation  -  United Kingdom"
"United Kingdom",15,"total -  Biography","total -  Biography  -  United Kingdom"
"United Kingdom",207,"total -  Comedy","total -  Comedy  -  United Kingdom"
"United Kingdom",116,"total -  Crime","total -  Crime  -  United Kingdom"
"United Kingdom",31,"total -  Documentary","total -  Documentary  -  United Kingdom"
"United Kingdom",261,"total -  Drama","total -  Drama  -  United Kingdom"
"United Kingdom",32,"total -  Family","total -  Family  -  United Kingdom"
"United Kingdom",43,"total -  Fantasy","total -  Fantasy  -  United Kingdom"
"United Kingdom",3,"total -  Film Noir","total -  Film Noir  -  United Kingdom"
"United Kingdom",6,"total -  Game Show","total -  Game Show  -  United Kingdom"
"United Kingdom",5,"total -  History","total -  History  -  United Kingdom"
"United Kingdom",31,"total -  Horror","total -  Horror  -  United Kingdom"
"United Kingdom",1,"total -  Music","total -  Music  -  United Kingdom"
"United Kingdom",2,"total -  Musical","total -  Musical  -  United Kingdom"
"United Kingdom",36,"total -  Mystery","total -  Mystery  -  United Kingdom"
"United Kingdom",23,"total -  Reality TV","total -  Reality TV  -  United Kingdom"
"United Kingdom",90,"total -  Romance","total -  Romance  -  United Kingdom"
"United Kingdom",33,"total -  Sci Fi","total -  Sci Fi  -  United Kingdom"
"United Kingdom",13,"total -  Sport","total -  Sport  -  United Kingdom"
"United Kingdom",6,"total -  Talk Show","total -  Talk Show  -  United Kingdom"
"United Kingdom",64,"total -  Thriller","total -  Thriller  -  United Kingdom"
"United Kingdom",4,"total -  War","total -  War  -  United Kingdom"
"United Kingdom",9,"total -  Western","total -  Western  -  United Kingdom"
"United States",155,"total -  Action","total -  Action  -  United States"
"United States",102,"total -  Adventure","total -  Adventure  -  United States"
"United States",39,"total -  Animation","total -  Animation  -  United States"
"United States",6,"total -  Biography","total -  Biography  -  United States"
"United States",163,"total -  Comedy","total -  Comedy  -  United States"
"United States",103,"total -  Crime","total -  Crime  -  United States"
"United States",32,"total -  Documentary","total -  Documentary  -  United States"
"United States",278,"total -  Drama","total -  Drama  -  United States"
"United States",32,"total -  Family","total -  Family  -  United States"
"United States",33,"total -  Fantasy","total -  Fantasy  -  United States"
"United States",4,"total -  Film Noir","total -  Film Noir  -  United States"
"United States",7,"total -  Game Show","total -  Game Show  -  United States"
"United States",8,"total -  History","total -  History  -  United States"
"United States",34,"total -  Horror","total -  Horror  -  United States"
"United States",10,"total -  Music","total -  Music  -  United States"
"United States",57,"total -  Mystery","total -  Mystery  -  United States"
"United States",25,"total -  Reality TV","total -  Reality TV  -  United States"
"United States",71,"total -  Romance","total -  Romance  -  United States"
"United States",29,"total -  Sci Fi","total -  Sci Fi  -  United States"
"United States",29,"total -  Sport","total -  Sport  -  United States"
"United States",8,"total -  Talk Show","total -  Talk Show  -  United States"
"United States",47,"total -  Thriller","total -  Thriller  -  United States"
"United States",3,"total -  War","total -  War  -  United States"
"United States",4,"total -  Western","total -  Western  -  United States"
"Uruguay",142,"total -  Action","total -  Action  -  Uruguay"
"Uruguay",107,"total -  Adventure","total -  Adventure  -  Uruguay"
"Uruguay",46,"total -  Animation","total -  Animation  -  Uruguay"
"Uruguay",11,"total -  Biography","total -  Biography  -  Uruguay"
"Uruguay",162,"total -  Comedy","total -  Comedy  -  Uruguay"
"Uruguay",147,"total -  Crime","total -  Crime  -  Uruguay"
"Uruguay",17,"total -  Documentary","total -  Documentary  -  Uruguay"
"Uruguay",374,"total -  Drama","total -  Drama  -  Uruguay"
"Uruguay",14,"total -  Family","total -  Family  -  Uruguay"
"Uruguay",33,"total -  Fantasy","total -  Fantasy  -  Uruguay"
"Uruguay",2,"total -  Film Noir","total -  Film Noir  -  Uruguay"
"Uruguay",1,"total -  Game Show","total -  Game Show  -  Uruguay"
"Uruguay",6,"total -  History","total -  History  -  Uruguay"
"Uruguay",31,"total -  Horror","total -  Horror  -  Uruguay"
"Uruguay",37,"total -  Music","total -  Music  -  Uruguay"
"Uruguay",53,"total -  Mystery","total -  Mystery  -  Uruguay"
"Uruguay",3,"total -  Reality TV","total -  Reality TV  -  Uruguay"
"Uruguay",82,"total -  Romance","total -  Romance  -  Uruguay"
"Uruguay",14,"total -  Sci Fi","total -  Sci Fi  -  Uruguay"
"Uruguay",14,"total -  Sport","total -  Sport  -  Uruguay"
"Uruguay",10,"total -  Talk Show","total -  Talk Show  -  Uruguay"
"Uruguay",75,"total -  Thriller","total -  Thriller  -  Uruguay"
"Uruguay",3,"total -  War","total -  War  -  Uruguay"
"Uruguay",4,"total -  Western","total -  Western  -  Uruguay"
"Venezuela",139,"total -  Action","total -  Action  -  Venezuela"
"Venezuela",81,"total -  Adventure","total -  Adventure  -  Venezuela"
"Venezuela",35,"total -  Animation","total -  Animation  -  Venezuela"
"Venezuela",4,"total -  Biography","total -  Biography  -  Venezuela"
"Venezuela",176,"total -  Comedy","total -  Comedy  -  Venezuela"
"Venezuela",118,"total -  Crime","total -  Crime  -  Venezuela"
"Venezuela",17,"total -  Documentary","total -  Documentary  -  Venezuela"
"Venezuela",325,"total -  Drama","total -  Drama  -  Venezuela"
"Venezuela",15,"total -  Family","total -  Family  -  Venezuela"
"Venezuela",27,"total -  Fantasy","total -  Fantasy  -  Venezuela"
"Venezuela",2,"total -  Film Noir","total -  Film Noir  -  Venezuela"
"Venezuela",1,"total -  History","total -  History  -  Venezuela"
"Venezuela",27,"total -  Horror","total -  Horror  -  Venezuela"
"Venezuela",31,"total -  Music","total -  Music  -  Venezuela"
"Venezuela",38,"total -  Mystery","total -  Mystery  -  Venezuela"
"Venezuela",3,"total -  Reality TV","total -  Reality TV  -  Venezuela"
"Venezuela",116,"total -  Romance","total -  Romance  -  Venezuela"
"Venezuela",12,"total -  Sci Fi","total -  Sci Fi  -  Venezuela"
"Venezuela",14,"total -  Sport","total -  Sport  -  Venezuela"
"Venezuela",7,"total -  Talk Show","total -  Talk Show  -  Venezuela"
"Venezuela",72,"total -  Thriller","total -  Thriller  -  Venezuela"
"Venezuela",3,"total -  War","total -  War  -  Venezuela"
"Venezuela",5,"total -  Western","total -  Western  -  Venezuela"
"Vietnam",264,"total -  Action","total -  Action  -  Vietnam"
"Vietnam",2,"total -  Adult","total -  Adult  -  Vietnam"
"Vietnam",133,"total -  Adventure","total -  Adventure  -  Vietnam"
"Vietnam",26,"total -  Animation","total -  Animation  -  Vietnam"
"Vietnam",4,"total -  Biography","total -  Biography  -  Vietnam"
"Vietnam",233,"total -  Comedy","total -  Comedy  -  Vietnam"
"Vietnam",136,"total -  Crime","total -  Crime  -  Vietnam"
"Vietnam",7,"total -  Documentary","total -  Documentary  -  Vietnam"
"Vietnam",353,"total -  Drama","total -  Drama  -  Vietnam"
"Vietnam",34,"total -  Family","total -  Family  -  Vietnam"
"Vietnam",65,"total -  Fantasy","total -  Fantasy  -  Vietnam"
"Vietnam",2,"total -  Film Noir","total -  Film Noir  -  Vietnam"
"Vietnam",1,"total -  Game Show","total -  Game Show  -  Vietnam"
"Vietnam",14,"total -  History","total -  History  -  Vietnam"
"Vietnam",30,"total -  Horror","total -  Horror  -  Vietnam"
"Vietnam",2,"total -  Music","total -  Music  -  Vietnam"
"Vietnam",2,"total -  Musical","total -  Musical  -  Vietnam"
"Vietnam",62,"total -  Mystery","total -  Mystery  -  Vietnam"
"Vietnam",1,"total -  Reality TV","total -  Reality TV  -  Vietnam"
"Vietnam",123,"total -  Romance","total -  Romance  -  Vietnam"
"Vietnam",48,"total -  Sci Fi","total -  Sci Fi  -  Vietnam"
"Vietnam",2,"total -  Sport","total -  Sport  -  Vietnam"
"Vietnam",4,"total -  Talk Show","total -  Talk Show  -  Vietnam"
"Vietnam",89,"total -  Thriller","total -  Thriller  -  Vietnam"
"Vietnam",4,"total -  War","total -  War  -  Vietnam"
"Vietnam",1,"total -  Western","total -  Western  -  Vietnam"
